Location name,Latitude,Longitude,Coordinates type,Material identifier,Short references,Original material identifier,Material type,Taxon rank,Taxon name,Reported biological identification,Fish category,Plant metabolism,Context,Relative dating - lower limit,Relative dating - upper limit,Relative dating timescale,Sample identifier,Sample type,Bone,Combustion stage,Dataset DOI,Result type,δ13C (‰vpdb),δ13C (‰vpdb) uncertainty,δ13C uncertainty type,δ15N (‰air),δ15N (‰air) uncertainty,δ15N uncertainty type,δ34S uncertainty type,Country
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1603,Nitsch et al. (2017),TOB083,plant,species,hordeum vulgare,hulled barley,,C3,archaeological,-2100,-1600,BCE/CE,2018.001.1705,grain,,charred,10.48530/isoarch.2018.001,exact,-25.1,,,7.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1604,Nitsch et al. (2017),TOB084,plant,species,hordeum vulgare,hulled barley,,C3,archaeological,-2100,-1600,BCE/CE,2018.001.1706,grain,,charred,10.48530/isoarch.2018.001,exact,-24.9,,,7.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1605,Nitsch et al. (2017),TOB085,plant,species,hordeum vulgare,hulled barley,,C3,archaeological,-2100,-1600,BCE/CE,2018.001.1707,grain,,charred,10.48530/isoarch.2018.001,exact,-24.5,,,8.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1606,Nitsch et al. (2017),TOB100,plant,species,panicum miliaceum,broomcorn millet,,C4,archaeological,-1700,-1050,BCE/CE,2018.001.1708,grain,,charred,10.48530/isoarch.2018.001,exact,-10.6,,,8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1607,Nitsch et al. (2017),TOU001,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1709,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.5,,,8.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1608,Nitsch et al. (2017),TOU003,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1710,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.7,,,5.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1609,Nitsch et al. (2017),TOU004,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1711,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.2,,,7.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1610,Nitsch et al. (2017),TOU005,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1712,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,7.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1611,Nitsch et al. (2017),TOU006,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1713,bone,humerus,,10.48530/isoarch.2018.001,exact,-21,,,7.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1612,Nitsch et al. (2017),TOU007,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1714,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,5.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1613,Nitsch et al. (2017),TOU008,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1715,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.5,,,6.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1614,Nitsch et al. (2017),TOU009,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1716,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.6,,,5.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1615,Nitsch et al. (2017),TOU010,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1717,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1616,Nitsch et al. (2017),TOU011,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1718,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.9,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1617,Nitsch et al. (2017),TOU012,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1719,bone,humerus,,10.48530/isoarch.2018.001,exact,-17.8,,,5.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1618,Nitsch et al. (2017),TOU013,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1720,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.7,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1619,Nitsch et al. (2017),TOU014,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1721,bone,humerus,,10.48530/isoarch.2018.001,exact,-17.8,,,8.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1620,Nitsch et al. (2017),TOU016,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1722,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.8,,,7.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1621,Nitsch et al. (2017),TOU017,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1723,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.8,,,7.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1622,Nitsch et al. (2017),TOU018,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1724,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.5,,,7.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1623,Nitsch et al. (2017),TOU019,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1725,bone,radius,,10.48530/isoarch.2018.001,exact,-20.1,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1624,Nitsch et al. (2017),TOU020,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1726,bone,radius,,10.48530/isoarch.2018.001,exact,-19.6,,,5.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1625,Nitsch et al. (2017),TOU021,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1727,bone,radius,,10.48530/isoarch.2018.001,exact,-19.3,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1626,Nitsch et al. (2017),TOU023,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1728,bone,radius,,10.48530/isoarch.2018.001,exact,-19.4,,,7.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1627,Nitsch et al. (2017),TOU024,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1729,bone,radius,,10.48530/isoarch.2018.001,exact,-18.8,,,8.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1628,Nitsch et al. (2017),TOU025,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1730,bone,radius,,10.48530/isoarch.2018.001,exact,-17.7,,,7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1629,Nitsch et al. (2017),TOU026,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1731,bone,radius,,10.48530/isoarch.2018.001,exact,-19.3,,,6.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1630,Nitsch et al. (2017),TOU027,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1732,bone,radius,,10.48530/isoarch.2018.001,exact,-20.2,,,6.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1631,Nitsch et al. (2017),TOU028,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1733,bone,radius,,10.48530/isoarch.2018.001,exact,-20.1,,,6.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1632,Nitsch et al. (2017),TOU029,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1734,bone,radius,,10.48530/isoarch.2018.001,exact,-19.3,,,7.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1633,Nitsch et al. (2017),TOU030,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1735,bone,radius,,10.48530/isoarch.2018.001,exact,-19,,,7.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1634,Nitsch et al. (2017),TOU032,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1736,bone,radius,,10.48530/isoarch.2018.001,exact,-18.2,,,7.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1635,Nitsch et al. (2017),TOU033,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1737,bone,radius,,10.48530/isoarch.2018.001,exact,-18.9,,,7.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1636,Nitsch et al. (2017),TOU034,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1738,bone,radius,,10.48530/isoarch.2018.001,exact,-19.7,,,7.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1637,Nitsch et al. (2017),TOU036,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1739,bone,radius,,10.48530/isoarch.2018.001,exact,-18.8,,,8.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1638,Nitsch et al. (2017),TOU037,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1740,bone,radius,,10.48530/isoarch.2018.001,exact,-20,,,7.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1639,Nitsch et al. (2017),TOU038,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1741,bone,radius,,10.48530/isoarch.2018.001,exact,-19.6,,,8.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1640,Nitsch et al. (2017),TOU039,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1742,bone,radius,,10.48530/isoarch.2018.001,exact,-20.7,,,8.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1641,Nitsch et al. (2017),TOU040,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1743,bone,humerus,,10.48530/isoarch.2018.001,exact,-20,,,8.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1642,Nitsch et al. (2017),TOU041,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1744,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.5,,,7.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1643,Nitsch et al. (2017),TOU042,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1745,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,9.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1644,Nitsch et al. (2017),TOU043,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1746,bone,ulna,,10.48530/isoarch.2018.001,exact,-19.9,,,3.9,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1645,Nitsch et al. (2017),TOU044,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1747,bone,humerus,,10.48530/isoarch.2018.001,exact,-20,,,3.9,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1646,Nitsch et al. (2017),TOU045,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1748,bone,phalanx,,10.48530/isoarch.2018.001,exact,-21,,,3.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1647,Nitsch et al. (2017),TOU046,animal,species,dama dama,fallow deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1749,bone,scapula,,10.48530/isoarch.2018.001,exact,-20.7,,,5.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1648,Nitsch et al. (2017),TOU048,animal,species,capreolus capreolus,roe deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1750,bone,metatarsal,,10.48530/isoarch.2018.001,exact,-20.5,,,3.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1649,Nitsch et al. (2017),TOU049,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1751,bone,humerus,,10.48530/isoarch.2018.001,exact,-21.8,,,4.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1650,Nitsch et al. (2017),TOU051,animal,species,dama dama,fallow deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1752,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.7,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1651,Nitsch et al. (2017),TOU052,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1753,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.7,,,5.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1652,Nitsch et al. (2017),TOU056,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1754,bone,tarsal,,10.48530/isoarch.2018.001,exact,-20.5,,,3.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1653,Nitsch et al. (2017),TOU057,animal,genus,sus,boar,,,archaeological,-1390,-1050,BCE/CE,2018.001.1755,bone,metacarpal,,10.48530/isoarch.2018.001,exact,-19.9,,,8.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1654,Nitsch et al. (2017),TOU058,animal,species,dama dama,fallow deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1756,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.3,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1655,Nitsch et al. (2017),TOU059,animal,species,cervus elaphus,red deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1757,bone,tarsal,,10.48530/isoarch.2018.001,exact,-20.2,,,6.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1656,Nitsch et al. (2017),TOU060,animal,species,capreolus capreolus,roe deer,,,archaeological,-1390,-1050,BCE/CE,2018.001.1758,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.1,,,5.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1657,Nitsch et al. (2017),TOU061,animal,genus,ovis,sheep,,,archaeological,-1700,-1050,BCE/CE,2018.001.1759,bone,radius,,10.48530/isoarch.2018.001,exact,-17.9,,,5.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1658,Nitsch et al. (2017),TOU062,animal,genus,ovis,sheep,,,archaeological,-1700,-1050,BCE/CE,2018.001.1760,bone,radius,,10.48530/isoarch.2018.001,exact,-20.2,,,6.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1659,Nitsch et al. (2017),TOU063,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1761,bone,radius,,10.48530/isoarch.2018.001,exact,-18.8,,,8.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1660,Nitsch et al. (2017),TOU064,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1762,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.2,,,5.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1661,Nitsch et al. (2017),TOU065,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1763,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.5,,,8.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1662,Nitsch et al. (2017),TOU066,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1764,bone,humerus,,10.48530/isoarch.2018.001,exact,-14.2,,,8.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1663,Nitsch et al. (2017),TOU067,animal,genus,ovis,sheep,,,archaeological,-1390,-1050,BCE/CE,2018.001.1765,bone,humerus,,10.48530/isoarch.2018.001,exact,-17.6,,,7.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1664,Nitsch et al. (2017),TOU068,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1766,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.6,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1665,Nitsch et al. (2017),TOU069,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1767,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.1,,,8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1666,Nitsch et al. (2017),TOU070,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1768,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1667,Nitsch et al. (2017),TOU071,animal,genus,ovis,sheep,,,archaeological,-2100,-1050,BCE/CE,2018.001.1769,bone,humerus,,10.48530/isoarch.2018.001,exact,-18.5,,,5.9,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1668,Nitsch et al. (2017),TOU072,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1770,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.1,,,6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1669,Nitsch et al. (2017),TOU073,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1771,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.5,,,6.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1670,Nitsch et al. (2017),TOU074,animal,genus,ovis,sheep,,,archaeological,-2100,-1600,BCE/CE,2018.001.1772,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.3,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1671,Nitsch et al. (2017),TOU075,animal,genus,sus,pig,,,archaeological,-2100,-1600,BCE/CE,2018.001.1773,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.9,,,5.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1672,Nitsch et al. (2017),TOU076,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1774,bone,humerus,,10.48530/isoarch.2018.001,exact,-16.3,,,9.9,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1673,Nitsch et al. (2017),TOU077,animal,genus,sus,pig,,,archaeological,-2100,-1600,BCE/CE,2018.001.1775,bone,humerus,,10.48530/isoarch.2018.001,exact,-20,,,8.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1674,Nitsch et al. (2017),TOU078,animal,genus,sus,pig,,,archaeological,-1700,-1360,BCE/CE,2018.001.1776,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.5,,,6.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1675,Nitsch et al. (2017),TOU079,animal,genus,sus,pig,,,archaeological,-2100,-1600,BCE/CE,2018.001.1777,bone,radius,,10.48530/isoarch.2018.001,exact,-20.2,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1676,Nitsch et al. (2017),TOU080,animal,genus,sus,pig,,,archaeological,-2100,-1600,BCE/CE,2018.001.1778,bone,radius,,10.48530/isoarch.2018.001,exact,-20.9,,,6.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1677,Nitsch et al. (2017),TOU081,animal,genus,sus,pig,,,archaeological,-1700,-1050,BCE/CE,2018.001.1779,bone,radius,,10.48530/isoarch.2018.001,exact,-19.4,,,8.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1678,Nitsch et al. (2017),TOU082,animal,genus,sus,pig,,,archaeological,-1700,-1360,BCE/CE,2018.001.1780,bone,radius,,10.48530/isoarch.2018.001,exact,-20.6,,,8.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1679,Nitsch et al. (2017),TOU083,animal,genus,sus,pig,,,archaeological,-1390,-1050,BCE/CE,2018.001.1781,bone,radius,,10.48530/isoarch.2018.001,exact,-19.2,,,7.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1680,Nitsch et al. (2017),TOU084,animal,genus,sus,pig,,,archaeological,-2100,-1600,BCE/CE,2018.001.1782,bone,radius,,10.48530/isoarch.2018.001,exact,-20.5,,,7.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1681,Nitsch et al. (2017),TOU085,animal,genus,capra,goat,,,archaeological,-2100,-1600,BCE/CE,2018.001.1783,bone,radius,,10.48530/isoarch.2018.001,exact,-19.4,,,5.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1682,Nitsch et al. (2017),TOU086,animal,genus,capra,goat,,,archaeological,-2100,-1600,BCE/CE,2018.001.1784,bone,radius,,10.48530/isoarch.2018.001,exact,-19.8,,,5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1683,Nitsch et al. (2017),TOU087,animal,genus,capra,goat,,,archaeological,-2100,-1600,BCE/CE,2018.001.1785,bone,radius,,10.48530/isoarch.2018.001,exact,-19.5,,,8.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1684,Nitsch et al. (2017),TOU088,animal,genus,capra,goat,,,archaeological,-2100,-1600,BCE/CE,2018.001.1786,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.7,,,4.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1685,Nitsch et al. (2017),TOU089,animal,genus,capra,goat,,,archaeological,-2100,-1600,BCE/CE,2018.001.1787,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.2,,,4.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1686,Nitsch et al. (2017),TOU090,animal,genus,capra,goat,,,archaeological,-1700,-1360,BCE/CE,2018.001.1788,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.6,,,6.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1687,Nitsch et al. (2017),TOU091,animal,genus,bos,cow,,,archaeological,-1390,-1050,BCE/CE,2018.001.1789,bone,humerus,,10.48530/isoarch.2018.001,exact,-17.6,,,7.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1688,Nitsch et al. (2017),TOU092,animal,genus,bos,cow,,,archaeological,-1390,-1050,BCE/CE,2018.001.1790,bone,humerus,,10.48530/isoarch.2018.001,exact,-21,,,3.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1689,Nitsch et al. (2017),TOU093,animal,genus,bos,cow,,,archaeological,-1390,-1050,BCE/CE,2018.001.1791,bone,humerus,,10.48530/isoarch.2018.001,exact,-16,,,5.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1690,Nitsch et al. (2017),TOU094,animal,genus,bos,cow,,,archaeological,-1390,-1050,BCE/CE,2018.001.1792,bone,humerus,,10.48530/isoarch.2018.001,exact,-17.2,,,7.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1691,Nitsch et al. (2017),TOU095,animal,genus,bos,cow,,,archaeological,-2100,-1360,BCE/CE,2018.001.1793,bone,radius,,10.48530/isoarch.2018.001,exact,-18.4,,,6.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1692,Nitsch et al. (2017),TOU096,animal,genus,bos,cow,,,archaeological,-2100,-1600,BCE/CE,2018.001.1794,bone,radius,,10.48530/isoarch.2018.001,exact,-12.2,,,3.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1693,Nitsch et al. (2017),TOU097,animal,genus,bos,cow,,,archaeological,-2100,-1600,BCE/CE,2018.001.1795,bone,humerus,,10.48530/isoarch.2018.001,exact,-10.6,,,4.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1694,Nitsch et al. (2017),TOU098,animal,genus,bos,cow,,,archaeological,-1700,-1360,BCE/CE,2018.001.1796,bone,humerus,,10.48530/isoarch.2018.001,exact,-14.7,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1695,Nitsch et al. (2017),TOU100,animal,genus,bos,cow,,,archaeological,-2100,-1600,BCE/CE,2018.001.1797,bone,humerus,,10.48530/isoarch.2018.001,exact,-20.2,,,4.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1696,Nitsch et al. (2017),TOU101,animal,genus,bos,cow,,,archaeological,-2100,-1600,BCE/CE,2018.001.1798,bone,humerus,,10.48530/isoarch.2018.001,exact,-12.6,,,4.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1697,Nitsch et al. (2017),TOU102,animal,genus,bos,cow,,,archaeological,-1700,-1360,BCE/CE,2018.001.1799,bone,humerus,,10.48530/isoarch.2018.001,exact,-17,,,5.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1698,Nitsch et al. (2017),TOU103,animal,genus,bos,cow,,,archaeological,-2100,-1360,BCE/CE,2018.001.1800,bone,humerus,,10.48530/isoarch.2018.001,exact,-10.1,,,4.6,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1699,Nitsch et al. (2017),TOU104,animal,genus,capra,goat,,,archaeological,-1390,-1050,BCE/CE,2018.001.1801,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.1,,,5.7,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1700,Nitsch et al. (2017),TOU105,animal,genus,capra,goat,,,archaeological,-1390,-1050,BCE/CE,2018.001.1802,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.3,,,5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1701,Nitsch et al. (2017),TOU106,animal,genus,capra,goat,,,archaeological,-1390,-1050,BCE/CE,2018.001.1803,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,4.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1702,Nitsch et al. (2017),TOU107,animal,genus,capra,goat,,,archaeological,-1390,-1050,BCE/CE,2018.001.1804,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.2,,,6.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2018.001.1703,Nitsch et al. (2017),TOU108,animal,genus,capra,goat,,,archaeological,-1390,-1050,BCE/CE,2018.001.1805,bone,humerus,,10.48530/isoarch.2018.001,exact,-19.3,,,4.7,,,,Greece
