Location name,Latitude,Longitude,Coordinates type,Material identifier,Short references,Original material identifier,Material type,Taxon rank,Taxon name,Reported biological identification,Fish category,Plant metabolism,Context,Relative dating - lower limit,Relative dating - upper limit,Relative dating timescale,Sample identifier,Sample type,Bone,Combustion stage,Dataset DOI,Result type,δ13C (‰vpdb),δ13C (‰vpdb) uncertainty,δ13C uncertainty type,δ15N (‰air),δ15N (‰air) uncertainty,δ15N uncertainty type,δ34S uncertainty type,Country
Sourtara,40.18333,22,exact,2015.001.f_13,Bourbou et al. (2011),1,animal,species,canis lupus,dog,,,archaeological,500,700,BCE/CE,2015.001.fbo1_13,bone,,,10.48530/isoarch.2015.001,exact,-18.7,,,8.4,,,,Greece
Sourtara,40.18333,22,exact,2015.001.f_14,Bourbou et al. (2011),2,animal,genus,capra,goat,,,archaeological,500,700,BCE/CE,2015.001.fbo1_14,bone,,,10.48530/isoarch.2015.001,exact,-20.7,,,2.6,,,,Greece
Eleutherna,35.3207,24.66431,exact,2015.001.f_15,Bourbou et al. (2011),1,animal,genus,ovis,sheep,,,archaeological,500,700,BCE/CE,2015.001.fbo1_15,bone,,,10.48530/isoarch.2015.001,exact,-20.2,,,7.2,,,,Greece
Eleutherna,35.3207,24.66431,exact,2015.001.f_16,Bourbou et al. (2011),2,animal,genus,ovis,sheep,,,archaeological,500,700,BCE/CE,2015.001.fbo1_16,bone,,,10.48530/isoarch.2015.001,exact,-20.5,,,3.4,,,,Greece
Edessa,40.8,22.05,exact,2017.001.3081,Dotsika and Michael (2018),Apples,plant,genus,malus,,,C3,archaeological,1900,2000,BCE/CE,2017.001.3098,fruit,,,10.48530/isoarch.2017.001,mean,-24.5,2.3,sd,4.5,0.6,sd,,Greece
Edessa,40.8,22.05,exact,2017.001.3082,Dotsika and Michael (2018),Peaches,plant,species,prunus persica,,,C3,archaeological,1900,2000,BCE/CE,2017.001.3099,fruit,,,10.48530/isoarch.2017.001,mean,-26.6,1.5,sd,3.4,0.5,sd,,Greece
Edessa,40.8,22.05,exact,2017.001.3083,Dotsika and Michael (2018),Milk,animal,genus,bos,milk,,,archaeological,1900,2000,BCE/CE,2017.001.3100,milk,,,10.48530/isoarch.2017.001,exact,-15.6,,,3.7,,,,Greece
Edessa,40.8,22.05,exact,2017.001.3084,Dotsika and Michael (2018),River fish (flesh  tissues),animal,,,river fish (flesh tissues),freshwater,,archaeological,1900,2000,BCE/CE,2017.001.3101,flesh,,,10.48530/isoarch.2017.001,exact,-24,,,13.3,,,,Greece
Veroia,40.51667,22.2,exact,2017.001.3085,Dotsika and Michael (2018),Apricots,plant,species,prunus armeniaca,,,C3,archaeological,1900,2000,BCE/CE,2017.001.3102,fruit,,,10.48530/isoarch.2017.001,mean,-24.9,1.3,sd,4.5,0.07,sd,,Greece
Greece,39,22,approximate,2017.001.3086,Dotsika and Michael (2018),Anser (goose),animal,genus,anserobilharzia,anser (goose),,,archaeological,1900,2000,BCE/CE,2017.001.3103,bone,,,10.48530/isoarch.2017.001,exact,-18,,,9.1,,,,Greece
Greece,39,22,approximate,2017.001.3087,Dotsika and Michael (2018),Cyprnidae,animal,genus,cyprinus,cyprinidae,freshwater,,archaeological,1900,2000,BCE/CE,2017.001.3104,bone,,,10.48530/isoarch.2017.001,exact,-18.7,,,8.1,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3772,Antikas (2008),SIN-1,animal,genus,equus,horse,,,archaeological,-700,-500,BCE/CE,2017.001.3960,bone,,,10.48530/isoarch.2017.001,exact,-18.3,,,5.9,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3773,Antikas (2008),SIN-2,animal,species,canis familiaris,dog,,,archaeological,-700,-300,BCE/CE,2017.001.3961,bone,,,10.48530/isoarch.2017.001,exact,-18.2,,,10.1,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3774,Antikas (2008),SIN-3,animal,genus,equus,horse,,,archaeological,-500,-400,BCE/CE,2017.001.3962,bone,,,10.48530/isoarch.2017.001,exact,-16.6,,,6.4,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3775,Antikas (2008),SIN-4,animal,genus,equus,horse,,,archaeological,-400,-300,BCE/CE,2017.001.3963,bone,,,10.48530/isoarch.2017.001,exact,-22,,,5.4,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3776,Antikas (2008),SIN-5,animal,genus,equus,horse,,,archaeological,-300,-200,BCE/CE,2017.001.3964,bone,,,10.48530/isoarch.2017.001,exact,-18,,,5.9,,,,Greece
Sindos,40.67068,22.80589,exact,2017.001.3777,Antikas (2008),SIN-6,animal,genus,bos,cattle,,,archaeological,-700,-300,BCE/CE,2017.001.3965,bone,,,10.48530/isoarch.2017.001,exact,-12.2,,,3.6,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4018,Sparkes (2017),NHB3,animal,species,capra hircus,goat,,,archaeological,-302,-265,BCE/CE,2017.001.4304,bone,,,10.48530/isoarch.2017.001,exact,-20.4,,,4.1,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4019,Sparkes (2017),NHB5,animal,genus,bos,cattle,,,archaeological,-302,-265,BCE/CE,2017.001.4305,bone,,,10.48530/isoarch.2017.001,exact,-20.6,,,4.9,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4020,Sparkes (2017),NHB6,animal,genus,bos,cattle,,,archaeological,-302,-265,BCE/CE,2017.001.4306,bone,,,10.48530/isoarch.2017.001,exact,-21.6,,,7.5,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4021,Sparkes (2017),NHB7,animal,family,bovidae,,,,archaeological,-302,-265,BCE/CE,2017.001.4307,bone,,,10.48530/isoarch.2017.001,exact,-20.6,,,5.4,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4022,Sparkes (2017),NHB8,animal,class,aves,,,,archaeological,-302,-265,BCE/CE,2017.001.4308,bone,,,10.48530/isoarch.2017.001,exact,-21.2,,,3.2,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4023,Sparkes (2017),NHB9,animal,family,bovidae,,,,archaeological,-302,-265,BCE/CE,2017.001.4309,bone,,,10.48530/isoarch.2017.001,exact,-20.7,,,4.7,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4024,Sparkes (2017),NHB10,animal,genus,bos,cattle,,,archaeological,-302,-265,BCE/CE,2017.001.4310,bone,,,10.48530/isoarch.2017.001,exact,-21.3,,,3.4,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4025,Sparkes (2017),NHB11,animal,family,bovidae,,,,archaeological,-302,-265,BCE/CE,2017.001.4311,bone,,,10.48530/isoarch.2017.001,exact,-20.7,,,6,,,,Greece
New Halos - Kaloerika cemetery,39.14785,22.82263,approximate,2017.001.4026,Sparkes (2017),NHB13,animal,species,cervus elaphus,deer,,,archaeological,-302,-265,BCE/CE,2017.001.4312,bone,,,10.48530/isoarch.2017.001,exact,-20.5,,,7.3,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4109,Vika and Theodoropoulou (2012),S-EVA-12794,animal,class,actinopterygii,mugilidae,,,archaeological,-9000,-4000,BCE/CE,2017.001.4395,bone,,,10.48530/isoarch.2017.001,exact,-10.9,,,3.6,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4110,Vika and Theodoropoulou (2012),S-EVA-12806,animal,class,actinopterygii,mugilidae,,,archaeological,-9000,-4000,BCE/CE,2017.001.4396,bone,,,10.48530/isoarch.2017.001,exact,-9.3,,,4,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4111,Vika and Theodoropoulou (2012),S-EVA-12800,animal,class,actinopterygii,mugilidae,,,archaeological,-9000,-4000,BCE/CE,2017.001.4397,bone,,,10.48530/isoarch.2017.001,exact,-13,,,7.1,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4112,Vika and Theodoropoulou (2012),S-EVA-12803,animal,family,serranidae,serranidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4398,bone,,,10.48530/isoarch.2017.001,exact,-14,,,9,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4113,Vika and Theodoropoulou (2012),S-EVA-12804,animal,family,scorpaenidae,scorpaenidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4399,bone,,,10.48530/isoarch.2017.001,exact,-11.6,,,9.2,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4114,Vika and Theodoropoulou (2012),S-EVA-12807,animal,family,scorpaenidae,scorpaenidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4400,bone,,,10.48530/isoarch.2017.001,exact,-13.8,,,8.7,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4115,Vika and Theodoropoulou (2012),S-EVA-12808,animal,family,serranidae,serranidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4401,bone,,,10.48530/isoarch.2017.001,exact,-14.7,,,7,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4116,Vika and Theodoropoulou (2012),S-EVA-12809,animal,class,actinopterygii,sparidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4402,bone,,,10.48530/isoarch.2017.001,exact,-13.3,,,7.2,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4117,Vika and Theodoropoulou (2012),S-EVA-12810,animal,class,actinopterygii,sparidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4403,bone,,,10.48530/isoarch.2017.001,exact,-13.5,,,8.1,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4118,Vika and Theodoropoulou (2012),S-EVA-12795,animal,family,serranidae,serranidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4404,bone,,,10.48530/isoarch.2017.001,exact,-12.7,,,9.1,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4119,Vika and Theodoropoulou (2012),S-EVA-12798,animal,family,serranidae,serranidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4405,bone,,,10.48530/isoarch.2017.001,exact,-19.2,,,8.9,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4120,Vika and Theodoropoulou (2012),S-EVA-12799,animal,family,scombridae,thunnidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4406,bone,,,10.48530/isoarch.2017.001,exact,-12.4,,,7,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4121,Vika and Theodoropoulou (2012),S-EVA-12801,animal,family,scombridae,thunnidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4407,bone,,,10.48530/isoarch.2017.001,exact,-13.7,,,6.4,,,,Greece
Youra - Cyclops cave,39.37243,24.15456,approximate,2017.001.4122,Vika and Theodoropoulou (2012),S-EVA-12802,animal,class,actinopterygii,sparidae,marine,,archaeological,-9000,-4000,BCE/CE,2017.001.4408,bone,,,10.48530/isoarch.2017.001,exact,-14,,,7.5,,,,Greece
Dispilio,40.48131,21.28999,exact,2017.001.4123,Vika and Theodoropoulou (2012),S-EVA-12784,animal,genus,cyprinus,cyprinidae,freshwater,,archaeological,-5400,-3500,BCE/CE,2017.001.4409,bone,,,10.48530/isoarch.2017.001,exact,-13.8,,,8.9,,,,Greece
Dispilio,40.48131,21.28999,exact,2017.001.4124,Vika and Theodoropoulou (2012),S-EVA-12781,animal,genus,silurus,siluridae,freshwater,,archaeological,-5400,-3500,BCE/CE,2017.001.4410,bone,,,10.48530/isoarch.2017.001,exact,-15.1,,,6.2,,,,Greece
Dispilio,40.48131,21.28999,exact,2017.001.4125,Vika and Theodoropoulou (2012),S-EVA-12788,animal,genus,cyprinus,cyprinidae,freshwater,,archaeological,-5400,-3500,BCE/CE,2017.001.4411,bone,,,10.48530/isoarch.2017.001,exact,-19.8,,,7.8,,,,Greece
Dispilio,40.48131,21.28999,exact,2017.001.4126,Vika and Theodoropoulou (2012),S-EVA-12792,animal,genus,silurus,siluridae,freshwater,,archaeological,-5400,-3500,BCE/CE,2017.001.4412,bone,,,10.48530/isoarch.2017.001,exact,-15.2,,,4.9,,,,Greece
Dispilio,40.48131,21.28999,exact,2017.001.4127,Vika and Theodoropoulou (2012),S-EVA-12779,animal,genus,silurus,siluridae,freshwater,,archaeological,-5400,-3500,BCE/CE,2017.001.4413,bone,,,10.48530/isoarch.2017.001,exact,-11.9,,,9.5,,,,Greece
Archontiko,40.78631,22.46671,exact,2017.001.4128,Vika and Theodoropoulou (2012),S-EVA-12768,animal,,,,,,archaeological,-2300,-1600,BCE/CE,2017.001.4414,bone,,,10.48530/isoarch.2017.001,exact,-19.6,,,10,,,,Greece
Archontiko,40.78631,22.46671,exact,2017.001.4129,Vika and Theodoropoulou (2012),S-EVA-12765,animal,,,,,,archaeological,-2300,-1600,BCE/CE,2017.001.4415,bone,,,10.48530/isoarch.2017.001,exact,-14.8,,,9.4,,,,Greece
Archontiko,40.78631,22.46671,exact,2017.001.4130,Vika and Theodoropoulou (2012),S-EVA-12764,animal,,,,,,archaeological,-2300,-1600,BCE/CE,2017.001.4416,bone,,,10.48530/isoarch.2017.001,exact,-18.9,,,10.6,,,,Greece
Archontiko,40.78631,22.46671,exact,2017.001.4131,Vika and Theodoropoulou (2012),S-EVA-12766,animal,,,,,,archaeological,-2300,-1600,BCE/CE,2017.001.4417,bone,,,10.48530/isoarch.2017.001,exact,-16.3,,,8.6,,,,Greece
Archontiko,40.78631,22.46671,exact,2017.001.4132,Vika and Theodoropoulou (2012),S-EVA-12763,animal,,,,,,archaeological,-2300,-1600,BCE/CE,2017.001.4418,bone,,,10.48530/isoarch.2017.001,exact,-18.5,,,10.9,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4133,Vika and Theodoropoulou (2012),S-EVA-12758,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4419,bone,,,10.48530/isoarch.2017.001,exact,-9.2,,,9.2,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4134,Vika and Theodoropoulou (2012),S-EVA-12762,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4420,bone,,,10.48530/isoarch.2017.001,exact,-12,,,6.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4135,Vika and Theodoropoulou (2012),S-EVA-12757,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4421,bone,,,10.48530/isoarch.2017.001,exact,-20.8,,,8.5,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4136,Vika and Theodoropoulou (2012),S-EVA-12761,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4422,bone,,,10.48530/isoarch.2017.001,exact,-11.6,,,10.4,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4137,Vika and Theodoropoulou (2012),S-EVA-12755,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4423,bone,,,10.48530/isoarch.2017.001,exact,-10.1,,,12.1,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4138,Vika and Theodoropoulou (2012),S-EVA-12760,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4424,bone,,,10.48530/isoarch.2017.001,exact,-12.2,,,8.3,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4139,Vika and Theodoropoulou (2012),S-EVA-12756,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4425,bone,,,10.48530/isoarch.2017.001,exact,-10.2,,,10.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4140,Vika and Theodoropoulou (2012),S-EVA-12759,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4426,bone,,,10.48530/isoarch.2017.001,exact,-8.1,,,5.8,,,,Greece
Thessaloniki Toumba,40.615,22.971,exact,2017.001.4141,Vika and Theodoropoulou (2012),S-EVA-12754,animal,,,,,,archaeological,-2050,-1000,BCE/CE,2017.001.4427,bone,,,10.48530/isoarch.2017.001,exact,-7.6,,,6.7,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4142,Vika and Theodoropoulou (2012),S-EVA-13836,animal,class,actinopterygii,mugilidae,,,archaeological,-2000,-400,BCE/CE,2017.001.4428,bone,,,10.48530/isoarch.2017.001,exact,-7.3,,,4.3,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4143,Vika and Theodoropoulou (2012),S-EVA-13843,animal,class,actinopterygii,sparidae,,,archaeological,-2000,-400,BCE/CE,2017.001.4429,bone,,,10.48530/isoarch.2017.001,exact,-12,,,10.9,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4144,Vika and Theodoropoulou (2012),S-EVA-13835,animal,family,scombridae,thunnidae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4430,bone,,,10.48530/isoarch.2017.001,exact,-13.7,,,7.1,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4145,Vika and Theodoropoulou (2012),S-EVA-13837,animal,family,scombridae,scombridae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4431,bone,,,10.48530/isoarch.2017.001,exact,-16.6,,,8.6,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4146,Vika and Theodoropoulou (2012),S-EVA-13838,animal,class,actinopterygii,sparidae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4432,bone,,,10.48530/isoarch.2017.001,exact,-10.1,,,10.6,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4147,Vika and Theodoropoulou (2012),S-EVA-13839,animal,family,scombridae,scombridae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4433,bone,,,10.48530/isoarch.2017.001,exact,-15.1,,,6.1,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4148,Vika and Theodoropoulou (2012),S-EVA-13840,animal,class,actinopterygii,sparidae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4434,bone,,,10.48530/isoarch.2017.001,exact,-11.8,,,11.6,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4149,Vika and Theodoropoulou (2012),S-EVA-13841,animal,class,actinopterygii,sparidae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4435,bone,,,10.48530/isoarch.2017.001,exact,-11.1,,,11.2,,,,Greece
Karabournaki,40.58795,22.95139,exact,2017.001.4150,Vika and Theodoropoulou (2012),S-EVA-13842,animal,family,scombridae,thunnidae,marine,,archaeological,-2000,-400,BCE/CE,2017.001.4436,bone,,,10.48530/isoarch.2017.001,exact,-11.9,,,8.6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4152,Vika et al. (2009),Population mean,animal,family,bovidae,ovicaprid,,,archaeological,-480,-323,BCE/CE,2017.001.4438,bone,,,10.48530/isoarch.2017.001,mean,-19.3,1.4,sd,5.7,1,sd,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4153,Vika et al. (2009),Population mean,animal,subspecies,sus scrofa domesticus,pig,,,archaeological,-480,-323,BCE/CE,2017.001.4439,bone,,,10.48530/isoarch.2017.001,mean,-19.4,0.9,sd,6.5,0.5,sd,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4154,Vika et al. (2009),Population mean,animal,genus,bos,cattle,,,archaeological,-480,-323,BCE/CE,2017.001.4440,bone,,,10.48530/isoarch.2017.001,mean,-19.5,1.1,sd,6,0.9,sd,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4155,Vika et al. (2009),Horse,animal,species,equus caballus,horse,,,archaeological,-480,-323,BCE/CE,2017.001.4441,bone,,,10.48530/isoarch.2017.001,exact,-20.1,,,6.4,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4242,Vika (2011),THA1,animal,genus,sus,pig,,,archaeological,-480,-31,BCE/CE,2017.001.4528,bone,,,10.48530/isoarch.2017.001,exact,-19.7,,,6.7,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4243,Vika (2011),THA4,animal,genus,bos,cattle,,,archaeological,-480,-31,BCE/CE,2017.001.4529,bone,,,10.48530/isoarch.2017.001,exact,-20.5,,,5.4,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4244,Vika (2011),THA6,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4530,bone,,,10.48530/isoarch.2017.001,exact,-20,,,6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4245,Vika (2011),TH-A-60,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4531,bone,,,10.48530/isoarch.2017.001,exact,-19.5,,,8.6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4246,Vika (2011),TH-A-61,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4532,bone,,,10.48530/isoarch.2017.001,exact,-19.4,,,3.9,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4247,Vika (2011),TH-A-62,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4533,bone,,,10.48530/isoarch.2017.001,exact,-19.7,,,6.1,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4248,Vika (2011),HA63,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4534,bone,,,10.48530/isoarch.2017.001,exact,-15.2,,,6.2,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4249,Vika (2011),THA7,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4535,bone,,,10.48530/isoarch.2017.001,exact,-19.8,,,6.9,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4250,Vika (2011),OSE214S,animal,genus,sus,pig,,,archaeological,-480,-31,BCE/CE,2017.001.4536,bone,,,10.48530/isoarch.2017.001,exact,-19.7,,,6.2,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4251,Vika (2011),OSEZ12AG,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4537,bone,,,10.48530/isoarch.2017.001,exact,-19.5,,,6.2,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4252,Vika (2011),OSEZ417F,animal,genus,equus,horse,,,archaeological,-480,-31,BCE/CE,2017.001.4538,bone,,,10.48530/isoarch.2017.001,exact,-20,,,6.6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4253,Vika (2011),OSEZ417R,animal,genus,equus,horse,,,archaeological,-480,-31,BCE/CE,2017.001.4539,bone,,,10.48530/isoarch.2017.001,exact,-20,,,6.7,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4254,Vika (2011),PEL428B,animal,genus,bos,cattle,,,archaeological,-480,-31,BCE/CE,2017.001.4540,bone,,,10.48530/isoarch.2017.001,exact,-19.9,,,6.1,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4255,Vika (2011),PELZ149O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4541,bone,,,10.48530/isoarch.2017.001,exact,-19.8,,,3.8,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4256,Vika (2011),PELZ215O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4542,bone,,,10.48530/isoarch.2017.001,exact,-20.8,,,5.1,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4257,Vika (2011),PELZ216B,animal,genus,bos,cattle,,,archaeological,-480,-31,BCE/CE,2017.001.4543,bone,,,10.48530/isoarch.2017.001,exact,-19.7,,,5.7,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4258,Vika (2011),PELZ244O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4544,bone,,,10.48530/isoarch.2017.001,exact,-19.9,,,7,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4259,Vika (2011),PELZ244S,animal,genus,sus,pig,,,archaeological,-480,-31,BCE/CE,2017.001.4545,bone,,,10.48530/isoarch.2017.001,exact,-18.2,,,6.4,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4260,Vika (2011),PELZ247O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4546,bone,,,10.48530/isoarch.2017.001,exact,-20.3,,,4.8,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4261,Vika (2011),PELZ252S,animal,genus,sus,pig,,,archaeological,-480,-31,BCE/CE,2017.001.4547,bone,,,10.48530/isoarch.2017.001,exact,-20.2,,,6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4262,Vika (2011),PELZ328O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4548,bone,,,10.48530/isoarch.2017.001,exact,-17.4,,,6.5,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4263,Vika (2011),PELZ428O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4549,bone,,,10.48530/isoarch.2017.001,exact,-19.6,,,5.1,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4264,Vika (2011),PELZ436B,animal,genus,bos,cattle,,,archaeological,-480,-31,BCE/CE,2017.001.4550,bone,,,10.48530/isoarch.2017.001,exact,-19.9,,,4.9,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4265,Vika (2011),PELZ438S,animal,genus,sus,pig,,,archaeological,-480,-31,BCE/CE,2017.001.4551,bone,,,10.48530/isoarch.2017.001,exact,-19.7,,,6.5,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4266,Vika (2011),THA5O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4552,bone,,,10.48530/isoarch.2017.001,exact,-18.2,,,6,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4267,Vika (2011),THA8O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4553,bone,,,10.48530/isoarch.2017.001,exact,-18.6,,,7.1,,,,Greece
Thebes,38.32239,23.3199,exact,2017.001.4268,Vika (2011),THA9O,animal,family,bovidae,ovicaprid,,,archaeological,-480,-31,BCE/CE,2017.001.4554,bone,,,10.48530/isoarch.2017.001,exact,-20.4,,,4.6,,,,Greece
Manika,38.49833,23.625,exact,2018.001.911,Kontopoulos and Sampson (2015),MAN91,animal,family,bovidae,,,,archaeological,-2900,-2300,BCE/CE,2018.001.1010,bone,,,10.48530/isoarch.2018.001,exact,-19.6,,,7.3,,,,Greece
Manika,38.49833,23.625,exact,2018.001.912,Kontopoulos and Sampson (2015),MAN111,animal,family,bovidae,,,,archaeological,-2900,-2300,BCE/CE,2018.001.1011,bone,,,10.48530/isoarch.2018.001,exact,-19.9,,,7.5,,,,Greece
Manika,38.49833,23.625,exact,2018.001.913,Kontopoulos and Sampson (2015),MAN114,animal,family,bovidae,,,,archaeological,-2900,-2300,BCE/CE,2018.001.1012,bone,,,10.48530/isoarch.2018.001,exact,-20.5,,,3.4,,,,Greece
Manika,38.49833,23.625,exact,2018.001.914,Kontopoulos and Sampson (2015),MAN115,animal,genus,bos,,,,archaeological,-2900,-2300,BCE/CE,2018.001.1013,bone,,,10.48530/isoarch.2018.001,exact,-20.2,,,5.3,,,,Greece
Lower Gypsades,35.29806,25.16306,exact,2018.001.996,Nafplioti (2016),DAN60,animal,genus,sus,,,,archaeological,-1900,-1600,BCE/CE,2018.001.1095,bone,pelvic,,10.48530/isoarch.2018.001,exact,-20.3,,,3.2,,,,Greece
